dataset,source_format,model,train_time_s,test_time_s,auc_roc,auc_pr,accuracy,precision,recall,f1,n_train,n_test,pos_ratio_train,pos_ratio_test,split_strategy,label_quantile,label_threshold_amount,params_json
sales,parquet,gbt_classifier,243.92704558372498,0.05747795104980469,0.9999587004381371,0.9998714307465629,0.9996243990384616,0.9996245882390264,0.9996243990384616,0.9996243077932807,800320,199680,0.25473685525789685,0.25473257211538464,random,0.75,1492.85,"{\"cacheNodeIds\": false, \"checkpointInterval\": 10, \"featureSubsetStrategy\": \"all\", \"featuresCol\": \"features\", \"impurity\": \"variance\", \"labelCol\": \"label\", \"leafCol\": \"\", \"lossType\": \"logistic\", \"maxBins\": 32, \"maxDepth\": 3, \"maxIter\": 50, \"maxMemoryInMB\": 256, \"minInfoGain\": 0.0, \"minInstancesPerNode\": 1, \"minWeightFractionPerNode\": 0.0, \"predictionCol\": \"prediction\", \"probabilityCol\": \"probability\", \"rawPredictionCol\": \"rawPrediction\", \"seed\": 42, \"stepSize\": 0.1, \"subsamplingRate\": 1.0, \"validationTol\": 0.01, \"weightCol\": \"class_weight\"}"
sales,parquet,random_forest,137.4220871925354,0.05945158004760742,0.9993044194587617,0.9990283470052006,0.9996243990384616,0.9996245882390264,0.9996243990384616,0.9996243077932807,800320,199680,0.25473685525789685,0.25473257211538464,random,0.75,1492.85,"{\"bootstrap\": true, \"cacheNodeIds\": false, \"checkpointInterval\": 10, \"featureSubsetStrategy\": \"auto\", \"featuresCol\": \"features\", \"impurity\": \"gini\", \"labelCol\": \"label\", \"leafCol\": \"\", \"maxBins\": 32, \"maxDepth\": 10, \"maxMemoryInMB\": 256, \"minInfoGain\": 0.0, \"minInstancesPerNode\": 1, \"minWeightFractionPerNode\": 0.0, \"numTrees\": 50, \"predictionCol\": \"prediction\", \"probabilityCol\": \"probability\", \"rawPredictionCol\": \"rawPrediction\", \"seed\": 42, \"subsamplingRate\": 1.0, \"weightCol\": \"class_weight\"}"
sales,parquet,logistic_regression,112.14243173599243,0.07891416549682617,0.9999994389307034,0.9999984175643638,0.9114383012820513,0.9342850981737376,0.9114383012820513,0.9151986537345296,800320,199680,0.25473685525789685,0.25473257211538464,random,0.75,1492.85,"{\"aggregationDepth\": 2, \"elasticNetParam\": 1.0, \"family\": \"auto\", \"featuresCol\": \"features\", \"fitIntercept\": true, \"labelCol\": \"label\", \"maxBlockSizeInMB\": 0.0, \"maxIter\": 50, \"predictionCol\": \"prediction\", \"probabilityCol\": \"probability\", \"rawPredictionCol\": \"rawPrediction\", \"regParam\": 0.1, \"standardization\": true, \"threshold\": 0.5, \"tol\": 1e-06, \"weightCol\": \"class_weight\"}"
